,Mark,Model,Year,Type,Distance,Engine_capacity_cm3,Fuel_type,Transmission,Price(euro)
35152,BMW,1 Series,2013,Hatchback,220000,1950,Diesel,1,8500
35153,Nissan,Primera,2004,Universal,280380,2200,Diesel,1,3999
35154,Mercedes,Vito,2010,Minivan,190480,2198,Diesel,2,10850
35157,Volkswagen,Passat,2012,Sedan,153000,1600,Diesel,1,10999
35159,Dacia,Logan,2008,Sedan,182125,1500,Diesel,1,3300
35160,Mercedes,E Class,2002,Sedan,360000,2200,Diesel,2,7000
35161,Volkswagen,Jetta,2012,Sedan,190500,1400,Hybrid,2,8800
35162,Hyundai,ix35,2014,SUV,83000,1700,Diesel,1,14300
35163,Renault,Grand Scenic,2005,Minivan,228704,1500,Diesel,1,3550
35164,Nissan,Primera,2002,Sedan,225,1800,Petrol,1,2250
35166,Opel,Astra,2013,Universal,200000,1300,Diesel,1,6500
35167,Volkswagen,Passat,2012,Universal,217000,1400,Petrol,2,7900
35169,Fiat,Palio,2001,Universal,270000,1200,Petrol,1,2055
35171,Opel,Meriva,2006,Hatchback,125000,1600,Petrol,2,4100
35172,Renault,Megane,1997,Sedan,285968,1600,Petrol,1,1850
35173,Volkswagen,Transporter,2005,Universal,170,1900,Diesel,1,4800
35174,Volkswagen,Polo,1998,Sedan,140000,1600,Petrol,1,1100
35175,Toyota,Aygo,2017,Hatchback,44000,1000,Petrol,1,6300
35177,Volkswagen,Golf,2005,Hatchback,277000,1400,Petrol,1,4400
35178,Citroen,Xsara Picasso,2003,Minivan,25000,2000,Petrol,2,1700
35180,Mitsubishi,Galant,1991,Hatchback,340000,1800,Metan/Propan,1,1450
35181,Vaz,2106,1991,Sedan,9999,1500,Petrol,1,600
35182,Skoda,Fabia,2005,Hatchback,165800,1390,Petrol,1,3000
35183,Mercedes,E Class,2009,Sedan,226112,2200,Diesel,2,13800
35184,Volvo,XC90,2011,SUV,210221,2400,Diesel,2,13800
35185,Volkswagen,Jetta,2017,Sedan,79000,1400,Petrol,2,10500
35186,KIA,Sorento,2017,SUV,100000,2200,Diesel,2,23500
35187,Renault,Scenic,2011,Minivan,295000,1500,Diesel,1,5500
35188,Vaz,2109,1994,Sedan,273000,1300,Metan/Propan,1,750
35189,Dacia,Duster,2011,SUV,178000,1500,Diesel,1,6400
35190,Skoda,Superb,2011,Sedan,12345,1400,Petrol,1,8500
35191,Lexus,Es Series,2015,Sedan,138600,2500,Hybrid,2,17950
35192,BMW,5 Series,2002,Sedan,325000,2500,Diesel,2,5300
35193,KIA,Ceed,2008,Hatchback,220000,1600,Petrol,1,3999
35194,Renault,Megane,2006,Universal,190000,1500,Diesel,1,3950
35195,Volkswagen,Golf,2002,Hatchback,203433,1900,Diesel,1,4000
35196,Opel,Astra,2009,Sedan,206000,1300,Diesel,1,5330
35197,Saab,9-5,2006,Sedan,350000,1900,Diesel,2,3500
35198,Dacia,Sandero,2014,Hatchback,299000,1200,Metan/Propan,1,4000
35199,Volkswagen,Golf,2010,Minivan,1,1400,Petrol,2,6200
35200,Nissan,Sunny,1993,Hatchback,350000,1400,Petrol,1,1100
35202,Ford,Fusion,2017,Sedan,88000,2000,Plug-in Hybrid,2,18000
35203,Nissan,Qashqai+2,2009,Crossover,190000,1500,Diesel,1,8000
35204,Volkswagen,Golf,1998,Universal,187000,1900,Diesel,1,1800
35207,BMW,3 Series,1991,SUV,27000,1600,Petrol,1,850
35208,Volkswagen,Golf,1989,Hatchback,300000,1600,Petrol,1,900
35209,Audi,Allroad,2011,Universal,215000,2000,Diesel,1,16500
35210,BMW,5 Series,2013,Sedan,225000,2000,Diesel,2,18000
35211,Nissan,Qashqai+2,2012,Crossover,124000,1500,Diesel,1,11600
35212,Chrysler,Voyager,2003,Minivan,323000,2500,Diesel,1,1250
35213,BMW,3 Series,2015,Sedan,142000,2000,Petrol,2,18350
35214,Opel,Vectra,2005,Universal,178500,1800,Petrol,1,2550
35215,Renault,Kangoo,2009,Universal,123000,1500,Diesel,1,2200
35216,Volkswagen,Tiguan,2008,Crossover,112000,2000,Petrol,1,4500
35217,Ford,Fiesta 3D,1989,Coupe,10000,1400,Petrol,1,350
35218,Citroen,Berlingo,2002,Coupe,15800,1900,Diesel,1,650
35219,Ford,Focus,2017,Universal,150905,1500,Diesel,1,8300
35220,Skoda,Octavia,2013,Universal,192000,2000,Diesel,1,11500
35221,Renault,Megane,1998,Sedan,0,1600,Petrol,1,650
35222,Toyota,Auris,2013,Hatchback,139000,1400,Diesel,1,9300
35223,Audi,80,1992,Sedan,1,2000,Metan/Propan,1,1600
35224,Skoda,Fabia,2009,Hatchback,123000,1400,Petrol,1,2550
35225,Toyota,Corolla,2009,Sedan,132000,1400,Petrol,1,3550
35226,Renault,Scenic,2002,Minivan,189000,1600,Petrol,1,1200
35228,Toyota,Corolla,2003,Universal,240000,1400,Petrol,1,4100
35229,Renault,Megane,2015,Universal,85000,1500,Diesel,1,6990
35231,Renault,Megane,2011,Universal,190000,1500,Diesel,2,5500
35232,Chery,Tiggo,2006,Crossover,171000,1998,Petrol,1,2000
35233,Opel,Astra,1995,Universal,320000,1800,Petrol,1,1200
35234,Opel,Astra,1994,Universal,289000,1600,Petrol,1,1550
35237,Toyota,Verso,2014,Microvan,99000,1600,Diesel,1,11399
35238,Mazda,323,1991,Hatchback,200000,1300,Petrol,1,1000
35239,Volkswagen,Passat,1991,Sedan,1111,1800,Petrol,1,1000
35240,Opel,Corsa,2013,Hatchback,56000,1200,Diesel,1,2900
35241,Renault,Laguna,2009,Universal,0,1500,Diesel,1,2900
35242,Skoda,Octavia,2009,Universal,1,1400,Petrol,1,5800
35243,Hyundai,Elantra,2014,Sedan,29000,1600,Petrol,2,6100
35244,Audi,A1,2012,Hatchback,0,1400,Petrol,2,6900
35245,Toyota,Rav 4,2009,SUV,135000,2000,Petrol,1,5300
35246,Mercedes,E Class,2012,Sedan,220000,2200,Diesel,2,9200
35247,Volkswagen,Jetta,2008,Sedan,78000,2000,Petrol,2,3200
35248,Peugeot,206,2005,Hatchback,225000,1100,Petrol,1,2200
35249,Citroen,C4,2008,Hatchback,189000,1600,Petrol,2,2900
35250,Toyota,Prius,2009,Sedan,126000,1800,Hybrid,2,5200
35251,Peugeot,307,2004,Universal,1,1600,Petrol,1,1500
35253,Toyota,Auris,2012,Hatchback,113000,1400,Diesel,1,4700
35254,Smart,Forfour,2007,Hatchback,85000,1100,Petrol,2,2100
35255,Hyundai,Accent,2018,Sedan,28500,1400,Petrol,2,7200
35256,Skoda,Fabia,2011,Hatchback,89000,1400,Diesel,2,3150
35257,BMW,1 Series,2006,Hatchback,185000,1600,Petrol,1,3800
35258,Volvo,XC90,2011,SUV,120000,2400,Diesel,2,12500
35259,Dacia,Duster,2016,SUV,112000,1500,Diesel,1,6550
35260,Toyota,Camry,2015,Sedan,87000,2500,Hybrid,2,11500
35261,Honda,Accord,2006,Sedan,128500,2000,Petrol,2,4800
35262,Opel,Astra,2009,Hatchback,210,1300,Diesel,1,5500
35263,Dacia,Logan Mcv,2015,Universal,156000,1500,Diesel,1,2800
35265,BMW,3 Series,2004,Hatchback,123000,1800,Petrol,1,2700
35266,Chevrolet,Evanda,2005,Sedan,123000,2000,Petrol,2,1550
35267,Mitsubishi,Lancer,2008,Sedan,135000,1500,Petrol,2,3900
35269,Mazda,323,1994,Universal,270000,1600,Metan/Propan,1,900
35270,Chevrolet,Aveo,2013,Sedan,87000,1400,Petrol,2,3200
35271,Opel,Corsa,2010,Hatchback,123000,1300,Diesel,1,2800
35272,Opel,Zafira,2012,Minivan,132000,1600,Metan/Propan,1,6900
35273,Dodge,Intrepid,2004,Sedan,102000,2700,Petrol,2,3200
35274,Hyundai,i10,2013,Hatchback,12000,1100,Petrol,2,3100
35275,Citroen,C3,2009,Hatchback,110000,1100,Petrol,1,2100
35276,Opel,Adam,2016,Hatchback,15000,1200,Petrol,1,3900
35277,Honda,Civic,2015,Sedan,32000,1800,Hybrid,2,7900
35278,Hyundai,Tucson,2005,Crossover,96000,1975,Metan/Propan,1,4100
35279,Renault,Megane,2010,Hatchback,300000,1500,Diesel,1,4300
35280,Alfa Romeo,159,2008,Universal,200000,1900,Diesel,1,3500
35281,Renault,Grand Scenic,2006,Minivan,245000,1500,Diesel,1,4200
35282,Honda,Accord,2005,Universal,179000,2200,Diesel,1,2700
35283,Mercedes,Vito,2007,Minivan,350000,2200,Diesel,2,10200
35285,Ford,Mondeo,1995,Sedan,200000,1800,Diesel,1,500
35287,Toyota,Corolla Verso,2004,Minivan,170000,2000,Diesel,1,2900
35288,Volkswagen,Passat,1995,Sedan,999,1800,Petrol,1,2800
35289,Dacia,Duster,2011,Crossover,200000,1600,Petrol,1,7000
35291,Jeep,Grand Cherokee,2004,SUV,199000,2700,Diesel,2,2900
35292,Opel,Corsa,2008,Hatchback,250000,1300,Diesel,1,3500
35293,Chevrolet,Aveo,2006,Sedan,200000,1250,Petrol,1,2600
35294,Skoda,Superb,2008,Sedan,230000,2000,Diesel,2,11199
35297,Nissan,Qashqai,2016,Crossover,160000,1500,Diesel,1,11800
35298,Volkswagen,Tiguan,2018,Crossover,17200,2000,Petrol,2,16200
35301,Suzuki,Liana,2008,Hatchback,180000,1400,Diesel,1,2000
35302,Seat,Ibiza,2007,Hatchback,150000,1400,Diesel,1,2500
35303,Honda,CR-V,2007,Crossover,180000,2200,Diesel,1,7900
35304,Volvo,S60,2012,Sedan,150000,1596,Petrol,2,10000
35305,Volkswagen,Passat,2015,Universal,78000,1400,Petrol,2,7200
35306,Hyundai,Sonata,2013,Sedan,145000,2000,Petrol,2,6400
35307,Suzuki,Liana,2006,Hatchback,189000,1400,Petrol,1,1500
35308,Seat,Toledo,2003,Sedan,280000,1800,Petrol,2,2300
35309,Honda,CR-V,2013,Crossover,67000,2000,Metan/Propan,2,18000
35311,Toyota,Corolla,2005,Hatchback,135400,1400,Petrol,1,5099
35312,Mercedes,Viano,2013,Minivan,265536,2200,Diesel,2,16450
35313,Toyota,Auris,2010,Hatchback,14200,1369,Diesel,1,6650
35314,Volkswagen,Transporter,2000,Microvan,36000,1900,Diesel,1,6200
35317,Skoda,Fabia RS,2011,Hatchback,116000,1400,Petrol,2,6999
35318,Opel,Vectra,2004,Universal,275000,1910,Diesel,1,4100
35319,Toyota,Corolla,2006,Sedan,189000,1400,Diesel,1,3100
35320,Dacia,Sandero,2015,Sedan,85000,1200,Metan/Propan,1,3100
35321,Renault,Kadjar,2017,Crossover,13000,1200,Petrol,2,8700
35322,Opel,Zafira,2007,Universal,250000,1600,Metan/Propan,1,5100
35323,Citroen,C4,2007,Hatchback,98000,1400,Petrol,1,2200
35324,Rover,45,1997,Hatchback,212332,2000,Metan/Propan,2,1050
35325,Honda,Accord,2014,Sedan,123000,2000,Hybrid,2,8800
35326,Daewoo,Lanos,2001,Hatchback,132000,1400,Petrol,1,1100
35327,Hyundai,Matrix,2005,Hatchback,1,1500,Diesel,1,1000
35328,Toyota,Aygo,2016,Hatchback,12000,1000,Petrol,2,4900
35329,Opel,Meriva,2013,Minivan,123000,1300,Diesel,1,3900
35330,Ford,Focus,2016,Universal,168500,1500,Diesel,1,8200
35331,Chevrolet,Orlando,2012,SUV,105,1800,Petrol,2,7500
35332,ARO,Altele,1990,SUV,24324,2100,Petrol,2,12000
35333,Volkswagen,Golf,1991,Hatchback,0,1600,Diesel,1,1700
35335,Nissan,Almera,2005,Sedan,105,1800,Petrol,2,4000
35336,Skoda,Fabia,2004,Universal,270000,1400,Petrol,1,3200
35338,Toyota,Hilux,2013,Pickup,150000,2400,Diesel,1,15000
35339,Renault,Modus,2004,Hatchback,85000,1500,Diesel,1,1550
35340,Volvo,S60,2004,Sedan,185000,2400,Petrol,2,3200
35342,Volkswagen,Touran,2008,Minivan,125000,1900,Diesel,1,4200
35343,Chevrolet,Aveo,2012,Sedan,89000,1400,Petrol,1,3100
35344,Toyota,Corolla,2010,Sedan,78000,1400,Petrol,1,3700
35345,Nissan,Pulsar,2014,Hatchback,56000,1500,Diesel,1,3700
35346,Toyota,Corolla,2003,Universal,183000,2000,Diesel,1,1900
35347,Honda,CR-V,2008,SUV,236000,2200,Diesel,1,4700
35348,Subaru,Forester,2010,SUV,199000,2000,Diesel,1,4500
35349,Subaru,Legacy,2009,Universal,179000,2000,Diesel,1,4500
35351,Opel,Astra,2005,Hatchback,123000,1600,Petrol,1,2350
35352,Toyota,Urban Cruiser,2009,Hatchback,125000,1400,Diesel,1,4050
35353,Lancia,Ypsilon,2008,Hatchback,83000,1400,Petrol,2,2150
35354,Peugeot,207,2006,Hatchback,125000,1400,Petrol,1,2400
35355,Volkswagen,Jetta,2013,Hatchback,23500,1400,Petrol,2,13500
35356,Citroen,C2,2006,Hatchback,89000,1400,Petrol,1,1400
35357,Toyota,Yaris,2007,Hatchback,1,1400,Diesel,2,2550
35358,Mercedes,C Class,2007,Universal,156000,1800,Petrol,1,3100
35359,Toyota,Corolla Verso,2008,Minivan,156000,1600,Petrol,1,3700
35360,Skoda,Fabia RS,2011,Hatchback,110000,1400,Petrol,2,3800
35361,Mazda,6,2006,Universal,199000,2000,Diesel,1,1900
35362,Audi,A4,2006,Universal,199000,2000,Diesel,1,1900
35363,Toyota,Avensis,2007,Universal,200000,2200,Diesel,1,2500
35364,Toyota,Avensis,2005,Universal,229000,2000,Diesel,1,2599
35365,Volkswagen,Passat,2008,Universal,190000,1900,Diesel,1,2500
35366,Opel,Frontera,2000,SUV,199000,2200,Diesel,1,2300
35367,Hyundai,ix35,2013,SUV,150000,1700,Diesel,1,9000
35368,Nissan,X-Trail,2005,SUV,190000,2200,Diesel,1,1900
35369,Nissan,Qashqai,2010,SUV,179000,1500,Diesel,1,5500
35370,Opel,Zafira,2005,Minivan,155000,2000,Diesel,1,1500
35371,Hyundai,ix35,2009,SUV,1800,2000,Petrol,2,7100
35372,Nissan,X-Trail,2012,SUV,135000,2000,Petrol,2,7100
35373,Fiat,Grande Punto,2007,Hatchback,80000,1400,Petrol,1,1900
35374,Volkswagen,Caddy,2007,Microvan,180000,2000,Metan/Propan,1,3200
35375,Renault,Megane,2009,Sedan,49000,2000,Petrol,1,3200
35377,Renault,Grand Scenic,2004,Microvan,39000,1500,Diesel,1,3600
35379,BMW,3 Series,2003,Sedan,199000,2000,Diesel,1,1500
35380,Volkswagen,Touran,2006,Minivan,199000,1900,Diesel,1,2200
35382,Nissan,Primera,2001,Universal,156000,1800,Petrol,1,1200
35383,Mitsubishi,Outlander,2004,SUV,152000,2000,Petrol,1,3400
35384,Ford,Fiesta 3D,2007,Hatchback,178000,1400,Diesel,1,2100
35385,Toyota,Camry,2005,Sedan,132000,2400,Metan/Propan,2,2700
35386,Toyota,Yaris Verso,2005,Minivan,178000,1300,Petrol,2,2300
35387,Volkswagen,Golf,2005,Hatchback,159000,2000,Diesel,1,1900
35388,BMW,3 Series,2004,Coupe,199000,2000,Diesel,1,2500
35389,Toyota,Avensis Verso,2004,Minivan,199000,2000,Diesel,1,1900
35390,KIA,Sorento,2004,SUV,129000,2500,Diesel,1,1900
35391,Subaru,Legacy,2003,Universal,199000,2000,Metan/Propan,1,1900
35392,Mercedes,E Class,2007,Sedan,136000,1800,Petrol,2,6200
35393,Chevrolet,Trax,2016,Crossover,25000,1400,Petrol,2,6700
35394,Mitsubishi,Lancer,2005,Sedan,111000,1500,Petrol,1,1900
35395,Honda,Insight,2011,Hatchback,123000,1400,Hybrid,2,4150
35396,BMW,3 Series,2004,Coupe,198000,2000,Diesel,2,2000
35397,BMW,3 Series,2007,Universal,189000,2000,Diesel,1,2500
35399,Audi,A4,2004,Universal,199000,1900,Diesel,1,1500
35400,Mercedes,CLK Class,2004,Coupe,199000,2700,Diesel,1,2100
35402,Opel,Astra,2011,Universal,198000,1300,Diesel,1,6100
35404,Audi,Q5,2010,Crossover,174000,2000,Petrol,2,12800
35410,Volkswagen,Passat,2005,Universal,199000,1900,Diesel,1,1500
35411,Volkswagen,Passat,2016,Universal,199000,1600,Diesel,2,11000
35412,Audi,Allroad,2003,Universal,198000,2500,Diesel,2,2500
35417,Audi,A3,2006,Hatchback,199000,2000,Petrol,1,3500
35420,Suzuki,Grand Vitara,2008,SUV,199000,1900,Diesel,1,3400
35421,Toyota,Corolla,2010,Sedan,177000,2000,Diesel,1,4500
35422,Opel,Astra,2012,Universal,179000,1300,Diesel,1,3900
35423,Land Rover,Freelander,2009,SUV,150000,2200,Diesel,2,5500
35424,BMW,3 Series,2008,Universal,189000,2000,Diesel,1,2500
35425,Audi,A6,2004,Universal,200000,2500,Diesel,2,1900
35426,Volkswagen,Jetta,2014,Sedan,112000,1400,Hybrid,2,7500
35427,BMW,3 Series,2004,Sedan,232000,2000,Diesel,2,1900
35428,Mercedes,CLK Class,2006,Coupe,200000,2700,Diesel,1,1900
35429,Mercedes,E Class,2005,Sedan,199000,2200,Diesel,1,2500
35430,Mercedes,M Class,2001,SUV,199000,2700,Diesel,2,2500
35434,Mazda,MPV,2004,Minivan,190000,2000,Diesel,1,1800
35435,Volkswagen,Sharan,2003,Minivan,210000,1900,Diesel,2,2000
35436,Volvo,XC90,2005,SUV,199000,2400,Diesel,2,3500
35437,Chevrolet,Captiva,2008,SUV,189000,2000,Diesel,2,3100
35438,Toyota,Previa,2004,Minivan,260000,2000,Diesel,1,2750
35439,Toyota,Corolla,2004,Hatchback,190000,2000,Diesel,1,1900
35440,Toyota,Rav 4,2005,SUV,204000,2000,Diesel,1,2200
35441,Audi,A3 e-tron,2014,Hatchback,145000,1398,Plug-in Hybrid,2,13300
35442,Chevrolet,Volt,2014,Sedan,163000,1398,Plug-in Hybrid,2,9900
35443,Lexus,CT Series,2011,Hatchback,110000,1800,Hybrid,2,12500
35444,Hyundai,Santa FE,2014,SUV,95500,2200,Diesel,2,18499
35445,Honda,Accord,2014,Sedan,157990,2000,Hybrid,2,11500
35446,BMW,3 Series,1995,Universal,250000,2000,Petrol,1,4198
35447,Toyota,Avensis,2006,Universal,330000,2200,Diesel,1,7800
35448,Skoda,Superb,2011,Sedan,176000,1400,Petrol,1,8300
35450,Renault,Megane,2011,Hatchback,130000,1500,Diesel,1,7000
35451,Renault,Megane,2005,Universal,225000,1500,Diesel,1,3100
35453,Volkswagen,Golf,1993,Coupe,25000,1400,Petrol,1,1400
35454,Toyota,Auris,2011,Hatchback,240000,1400,Diesel,1,6700
35455,Ford,Transit Connect,2000,Minivan,216000,2500,Diesel,1,800
35456,Volkswagen,Transporter,2012,Microvan,201000,2000,Diesel,2,11600
35459,Toyota,Rav 4,2008,Crossover,77000,2400,Petrol,2,10500
35460,Mitsubishi,Lancer,2000,Universal,391800,1597,Petrol,1,1999
35461,BMW,5 Series,1991,Sedan,257000,2000,Petrol,1,1500
35462,Hyundai,Pony,1993,Sedan,260000,1390,Petrol,1,350
35463,Mitsubishi,Carisma,2000,Hatchback,278654,1600,Petrol,1,2100
35464,Fiat,Stilo,2003,Hatchback,1,1900,Diesel,1,450
35465,Mitsubishi,Lancer,2009,Sedan,202000,1600,Petrol,1,3800
35467,Volvo,XC90,2007,SUV,217000,2400,Diesel,2,13000
35468,Hyundai,i30,2017,Hatchback,30000,1000,Petrol,1,10800
35470,Jeep,Compass,2012,Crossover,180000,2000,Diesel,1,7500
35471,Volkswagen,Sharan,2008,Minivan,180000,1900,Diesel,1,5700
35472,Hyundai,Tucson,2008,Crossover,180000,2000,Petrol,1,5000
35473,Peugeot,307,2005,Universal,120000,1400,Diesel,1,2200
35474,Nissan,Qashqai+2,2010,Sedan,240000,1500,Diesel,1,8200
35475,Toyota,Yaris,2016,Hatchback,84100,1496,Hybrid,2,8600
35477,Dodge,Caliber,2006,Universal,165000,1800,Petrol,1,5000
35480,Audi,A3,2004,Hatchback,307985,1986,Diesel,1,5800
35481,Chrysler,Voyager,2002,Minivan,248000,2500,Diesel,1,4500
35482,Dacia,Lodgy,2012,Minivan,205000,1500,Diesel,1,5999
35485,Nissan,Qashqai,2014,Crossover,182000,1600,Diesel,1,14500
35486,Seat,Ibiza,2009,Hatchback,100130,1400,Petrol,1,4000
35487,Ford,C-Max,2006,Microvan,111,1600,Diesel,1,4500
35488,Volkswagen,Vento,1994,Sedan,44000,1800,Petrol,1,2200
35490,Chevrolet,Cruze,2015,Hatchback,47000,1600,Petrol,1,6390
35491,Chevrolet,Cruze,2013,Hatchback,270000,1600,Petrol,1,4900
35492,Volkswagen,Transporter,2002,Minivan,321000,2500,Diesel,1,5000
35493,Volkswagen,Transporter,1994,Universal,1200,2400,Diesel,1,2700
35494,Volkswagen,Transporter,1996,Minivan,300000,2400,Diesel,1,3000
35495,Mazda,6,2004,Hatchback,123000,2000,Diesel,1,3900
35496,Toyota,Avensis,2003,Sedan,200,1794,Petrol,1,5500
35497,Ford,C-Max,2005,Minivan,300,1600,Metan/Propan,1,3900
35498,Volkswagen,Touran,2004,Minivan,222,1900,Diesel,2,1500
35499,Volkswagen,Golf,2012,Hatchback,150000,1400,Petrol,1,7500
35500,Volkswagen,Transporter,2000,Microvan,33000,1900,Diesel,1,6200
35502,Nissan,Qashqai+2,2013,SUV,150000,1500,Diesel,1,9100
35503,Audi,80,1993,Hatchback,333333,2000,Petrol,1,1999
35504,Skoda,Yeti,2010,Sedan,22,1002,Petrol,1,5450
35505,Skoda,Octavia,2009,Universal,152000,1800,Petrol,1,8000
35506,Skoda,Superb,2008,Sedan,240000,1800,Petrol,1,7900
35507,Skoda,Octavia,2021,Hatchback,0,1400,Petrol,1,16800
35508,Mazda,CX-3,2015,Crossover,137000,1500,Diesel,1,13500
35509,Opel,Corsa,2001,Coupe,111,1300,Diesel,1,1000
35510,Audi,A4,2004,Sedan,190000,1900,Diesel,1,4000
35511,Opel,Astra,2004,Hatchback,22588,1300,Diesel,2,1900
35512,BMW,5 Series,2012,Sedan,140000,2000,Diesel,2,12800
35513,Toyota,Corolla,2006,Universal,157000,1400,Petrol,1,4700
35515,Audi,A6,2008,Universal,250,2000,Petrol,1,8450
35516,BMW,1 Series,2008,Hatchback,150000,2000,Diesel,1,4500
35517,Opel,Vectra,2007,Sedan,180000,1900,Diesel,1,3500
35518,Volkswagen,Passat CC,2011,Sedan,215000,2000,Diesel,1,9500
35520,Opel,Zafira,2000,Minivan,0,1799,Petrol,2,3000
35521,Nissan,Sunny,1991,Sedan,320000,1400,Petrol,1,1000
35522,Honda,CR-V,2006,SUV,189900,2200,Diesel,1,6000
35523,Seat,Alhambra,2002,Minivan,200000,2000,Metan/Propan,2,2900
35524,Opel,Vectra,1993,Sedan,199365,2000,Petrol,1,1200
35525,Volkswagen,Golf,1989,Hatchback,258866,1300,Petrol,1,900
35526,Toyota,Avensis,1998,Sedan,200500,2000,Petrol,1,4000
35527,Subaru,Outback,2007,Universal,280000,2500,Metan/Propan,2,6300
35529,BMW,3 Series,2003,Sedan,223000,1800,Petrol,2,4150
35533,Mazda,6,2006,Universal,270000,2000,Diesel,1,4700
35534,Hyundai,Santa FE,2016,SUV,69000,2199,Diesel,2,18999
35535,Renault,Megane,2006,Universal,306000,1500,Diesel,1,2599
35536,Mercedes,E Class,1996,Sedan,430000,2000,Petrol,1,1800
35537,Toyota,Land Cruiser Prado,2007,SUV,230000,2700,Metan/Propan,2,14950
35538,Audi,100,1991,Sedan,200000,2300,Metan/Propan,1,1750
35540,Vaz,Kalina,2008,Hatchback,250000,1400,Petrol,1,1600
35541,Peugeot,407,2005,Universal,400000,1997,Diesel,1,3500
35542,Daewoo,Nexia,2010,Sedan,116167,1500,Petrol,1,2700
35544,Mitsubishi,Colt,2011,Hatchback,183524,1300,Petrol,2,5800
35545,Renault,Megane,2012,Hatchback,96000,1500,Diesel,2,7550
35546,Dacia,Logan Mcv,2014,Universal,160,1500,Diesel,1,6200
35547,Opel,Astra,2015,Universal,169000,1300,Diesel,1,7700
35548,Mercedes,B Class,2010,Hatchback,138540,1991,Diesel,1,5200
35549,Volkswagen,Passat,2002,Universal,350000,1900,Diesel,1,4350
35550,Mitsubishi,Lancer,2008,Sedan,220000,2000,Petrol,2,6200
35551,Audi,A4,2011,Universal,250000,2000,Diesel,1,7900
35552,Mitsubishi,Outlander,2008,SUV,97000,2400,Petrol,2,8800
35553,Dacia,Duster,2014,Crossover,200000,1500,Diesel,1,8800
35554,Dacia,Duster,2011,SUV,150000,1500,Diesel,1,6900
35555,Honda,CR-V,2021,Universal,2251,2000,Hybrid,2,16400
35557,Toyota,Prius,2017,Hatchback,176930,1800,Hybrid,2,8000
35560,Honda,CR-V,2021,Crossover,7665,2000,Hybrid,2,20300
35561,Toyota,Rav 4,2018,Crossover,52365,2500,Hybrid,2,19500
35562,BMW,X1,2013,Crossover,181969,1995,Petrol,2,7900
35564,Toyota,Corolla Verso,2008,Universal,220000,1800,Metan/Propan,1,7500
35565,Saab,9-5,2004,Universal,230000,2200,Diesel,2,4800
35566,Renault,Megane,2011,Universal,296000,1500,Diesel,1,5300
35567,Mazda,626,1996,Hatchback,257000,2000,Petrol,1,600
35568,Vaz,2121niva,2008,SUV,87000,1700,Petrol,1,600
35570,Volkswagen,Touareg,2006,SUV,219000,2500,Diesel,2,5000
35571,Mazda,626,1993,Hatchback,240,1998,Diesel,1,1900
35572,Jaguar,X-Type,2007,Sedan,18000,2200,Diesel,1,1800
35573,Volkswagen,Golf,2013,Hatchback,176,1400,Petrol,2,8800
35575,Toyota,Prius,2016,Hatchback,60000,1798,Hybrid,2,13667
35577,Volkswagen,Vento,1996,Sedan,270000,1800,Petrol,1,1500
35578,Toyota,Rav 4,2015,SUV,90000,2500,Hybrid,2,21500
35579,Volkswagen,Jetta,2012,Sedan,122000,1395,Hybrid,2,8000
35580,Volkswagen,Passat,1996,Universal,2000,2000,Metan/Propan,1,1600
35581,Toyota,Auris,2011,Hatchback,198123,1800,Hybrid,2,9000
35582,Dacia,Logan,2007,Sedan,300158,1500,Diesel,1,2300
35584,Renault,Megane,2011,Universal,226000,1500,Diesel,1,5100
35585,Ford,Focus,2016,Universal,196000,1500,Diesel,1,7650
35587,Mercedes,GLA,2016,Crossover,63000,1461,Diesel,2,15999
35588,BMW,X3,2012,SUV,146000,2000,Diesel,2,16000
35589,Volkswagen,Passat,2012,Universal,210000,1400,Metan/Propan,2,7500
35590,Volkswagen,Passat,1990,Sedan,400000,1800,Metan/Propan,1,12000
35591,Renault,Talisman,2017,Sedan,223483,1500,Diesel,2,14500
35593,Honda,Accord,2018,Sedan,4450,1500,Petrol,2,17999
35594,Honda,Civic,2008,Sedan,230000,1400,Hybrid,2,6200
35595,Honda,Civic,2016,Coupe,111800,1500,Petrol,2,13300
35597,Opel,Vectra,2002,Universal,190000,2000,Diesel,1,550
35598,Lexus,GS Series,2016,Sedan,162408,2500,Hybrid,2,23999
35599,Vaz,2115,2009,Sedan,111000,1500,Petrol,1,1800
35600,Opel,Astra,1995,Universal,220000,1700,Diesel,1,850
35601,Opel,Signum,2004,Hatchback,190000,2200,Diesel,1,1300
35602,Renault,Megane,2009,Hatchback,1,1500,Diesel,1,4600
35604,Renault,Scenic,2012,Microvan,161000,1500,Diesel,1,7800
35605,Chevrolet,Cruze,2012,Sedan,0,1400,Petrol,2,8499
35606,Toyota,Rav 4,1996,Crossover,305000,2000,Metan/Propan,2,4199
35607,Volkswagen,Golf,1990,Coupe,199000,1300,Petrol,1,12500
35608,Mercedes,E Class,2005,Sedan,272000,2148,Diesel,2,6750
35609,Mazda,3,2005,Hatchback,220000,1600,Petrol,2,4100
35614,Renault,Megane,2005,Universal,293000,1400,Metan/Propan,1,2800
35615,Toyota,Avalon,2016,Sedan,290818,2500,Hybrid,2,10300
35616,Audi,TT,2016,Coupe,72998,2000,Petrol,2,18700
35618,Toyota,Camry,2014,Sedan,134992,2500,Hybrid,2,9950
