Mark_0,Mark_1,Mark_2,Mark_3,Mark_4,Mark_5,Mark_6,Model_0,Model_1,Model_2,Model_3,Model_4,Model_5,Model_6,Model_7,Model_8,Model_9,Year,Type_0,Type_1,Type_2,Type_3,Distance,Engine_capacity_cm3,Fuel_type_0,Fuel_type_1,Fuel_type_2,Transmission,Price(euro)
0,0,1,1,0,0,1,1,0,0,0,0,0,1,1,1,1,1989,0,0,0,1,190000,1360,0,1,1,1,1200
0,0,1,1,1,1,0,0,0,0,1,0,0,1,1,0,1,2013,0,1,0,0,167000,2000,1,0,1,2,12999
0,0,0,0,0,1,1,0,0,0,1,0,1,1,1,1,1,2007,0,1,0,1,140000,1600,0,1,1,1,4700
0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,2007,0,0,1,0,198000,2000,0,1,0,1,7500
0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,2003,0,1,0,1,340000,1800,0,1,1,2,7000
0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,1,2004,0,0,1,0,2,1600,1,0,0,1,3450
0,0,1,0,0,1,1,0,0,0,1,1,1,0,1,0,0,2011,0,0,1,0,267000,1200,0,1,0,1,4650
0,0,0,1,0,0,1,0,0,0,0,1,1,1,1,1,0,2005,0,0,0,1,230000,1500,0,1,0,1,2850
0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,2018,0,1,1,0,111000,1500,0,1,0,2,13100
0,0,1,0,0,0,1,0,0,0,0,1,1,0,1,0,1,2010,0,1,1,1,188800,1440,0,1,1,1,4600
0,0,0,1,1,1,1,0,0,0,1,1,0,1,0,1,0,2013,0,1,0,1,173,1500,0,1,0,1,6200
0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,1,2006,0,0,0,1,220000,1400,0,1,0,1,4750
0,0,0,0,1,0,1,0,0,0,0,1,1,1,1,1,1,2000,0,1,0,1,300000,2200,0,1,0,1,2950
0,1,1,0,0,0,1,0,1,1,0,1,1,0,1,1,1,2008,0,1,0,0,100000,1500,1,0,0,1,6000
0,0,0,1,1,1,1,0,0,0,0,0,1,1,1,0,0,2008,0,0,1,0,200,1500,0,1,0,1,3500
0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,2005,0,1,1,0,220810,2000,0,1,1,1,5500
0,0,0,1,1,1,1,0,0,0,0,0,1,1,1,0,1,2011,0,1,1,0,191500,1500,0,1,0,1,7450
0,0,1,1,0,0,1,0,0,0,0,1,1,0,0,1,1,2007,0,1,0,1,17888,1100,0,1,1,1,2650
0,0,1,0,1,1,0,0,1,0,0,1,1,1,1,1,0,1996,0,1,0,1,200000,1500,0,1,1,1,1900
0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,1,2016,0,1,0,1,91000,1400,0,1,0,1,10390
0,0,1,0,0,0,0,0,0,1,1,1,1,1,1,1,1,2007,0,0,0,1,250000,1400,0,1,0,1,3799
0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,2004,0,1,1,1,250000,1500,0,1,0,1,2800
0,0,1,1,1,1,1,0,0,1,1,0,0,1,0,0,1,2008,0,1,1,0,307000,2700,0,1,0,2,11490
0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,1,2016,0,1,0,1,63000,1400,0,1,0,1,10490
0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,2010,0,1,1,0,215000,2200,0,1,0,1,12690
0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,2017,0,0,0,1,177000,1500,0,1,0,2,11490
0,0,1,1,0,1,0,0,0,1,1,1,0,1,0,0,1,2006,0,1,1,1,136000,1300,0,1,0,1,2199
0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,2011,0,0,1,0,270,1500,0,1,0,1,5500
0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,2006,0,1,0,0,111111,2000,1,0,0,1,7550
0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,1,2000,0,0,0,1,111111,1600,0,1,1,1,1350
0,0,1,0,1,1,0,0,0,0,1,1,1,1,1,0,0,2007,0,1,0,1,195000,2300,1,0,0,2,4500
0,0,0,1,0,0,1,0,0,0,1,1,1,0,1,1,1,2014,0,1,1,0,230000,2200,0,1,0,2,17500
0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,2009,0,1,0,1,225,2200,0,1,0,2,13800
0,0,0,0,0,0,1,0,0,0,1,1,1,0,0,1,0,2007,0,1,1,0,300000,2002,0,1,0,1,8200
0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,2003,0,1,0,1,400000,2700,0,1,0,2,4700
0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,1,1992,0,1,0,1,222222,2000,0,1,1,1,1500
0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,2014,0,1,1,0,180000,2000,0,1,1,2,13500
0,1,1,0,0,0,1,0,1,0,1,1,0,0,1,0,0,1998,0,1,0,1,1,998,0,1,1,1,1200
0,1,1,0,0,0,0,1,0,1,0,1,0,0,1,0,0,1994,0,0,1,0,221685,2000,0,1,1,1,900
0,0,0,0,1,1,1,0,0,0,0,1,1,1,1,0,1,2011,0,1,1,0,270000,2400,0,1,0,2,14500
0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1994,0,1,0,1,186056,1600,0,1,1,1,1500
0,0,0,1,1,1,1,0,0,0,1,1,0,1,0,1,0,2012,0,1,1,1,199000,1500,0,1,0,1,6490
0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,2007,0,0,1,0,240000,1900,0,1,0,1,5399
0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,2013,0,0,1,0,215000,2200,0,1,0,2,16500
0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,1,1,1997,0,1,1,1,420000,1984,0,1,1,1,2300
0,0,1,0,0,1,0,0,0,1,1,1,0,1,0,0,0,1992,0,0,0,1,300000,1500,0,1,1,1,7000
0,0,0,1,1,1,1,0,0,0,0,0,1,1,1,0,0,2006,0,1,0,1,218900,1400,0,1,1,1,2350
0,1,0,1,0,0,0,0,0,1,1,0,1,0,0,1,0,2014,0,1,0,1,30000,2400,0,1,1,2,7600
0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,2012,0,0,1,0,172000,1500,0,1,0,1,6350
0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,2003,0,1,0,0,300000,2500,0,1,0,1,6000
0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,2005,0,0,0,1,350000,1500,0,1,0,1,1950
0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,1,2008,0,1,0,1,144000,1298,0,1,1,2,5000
0,0,0,1,1,1,0,0,0,0,0,0,1,1,0,1,1,1997,0,1,0,1,347000,1600,0,1,1,1,2400
0,0,1,0,0,0,1,0,0,0,1,0,0,1,1,1,0,2010,0,0,0,1,186000,1560,0,1,0,1,3100
0,0,0,0,1,0,0,0,0,0,1,1,0,1,1,1,1,2006,0,0,1,1,278000,1248,0,1,0,1,3300
0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,2016,0,1,1,0,140000,1500,0,1,0,2,12000
0,0,0,0,0,1,0,0,0,1,1,1,0,0,0,1,1,2014,0,1,1,1,215000,1500,0,1,0,1,6000
0,0,0,0,0,1,1,0,0,0,0,0,1,1,1,1,0,2006,0,1,1,1,284000,2000,0,1,0,2,6300
0,0,0,1,1,1,1,0,1,0,0,0,1,1,1,0,1,2017,0,1,0,1,36000,900,0,1,1,1,7300
0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,1995,0,1,0,1,430000,2000,1,0,0,2,3200
0,0,1,0,0,0,1,0,0,0,1,1,1,0,1,1,0,2004,0,0,0,1,168,1249,0,1,1,1,3000
0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,1,2009,0,1,1,1,138500,1794,0,1,1,1,7500
0,0,1,0,0,0,1,0,0,1,0,1,1,1,0,1,0,2003,0,0,0,1,267000,1399,0,1,0,1,2100
0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,1,2011,0,0,1,0,167000,1800,0,1,1,2,7600
0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,2011,0,0,1,0,132000,1200,0,1,1,1,4400
0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,1,2004,0,1,0,1,296000,2500,0,1,0,1,8900
0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,2010,1,0,0,0,220000,1300,0,1,0,1,4100
0,0,1,1,0,0,0,0,0,1,0,0,1,1,0,1,1,2000,0,0,1,0,320000,2000,1,0,0,2,2000
0,0,0,0,1,0,1,0,0,0,0,1,1,1,1,1,1,2013,0,1,0,1,124300,1800,0,1,1,2,9250
0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,2008,0,0,1,0,178000,1300,0,1,0,1,4800
0,0,1,0,1,0,1,0,0,0,0,1,0,1,0,1,0,2016,0,0,0,1,83000,1461,0,1,0,2,7999
0,0,0,0,0,0,1,0,1,1,1,0,0,0,1,1,0,1995,1,0,0,0,1,1800,0,1,1,1,3500
0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,2009,0,0,0,1,181200,1390,0,1,1,1,7900
0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,2011,0,1,1,0,200000,1500,0,1,0,1,7900
0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,1,2013,0,1,0,1,188321,2000,0,0,1,2,9600
0,0,1,0,1,0,0,0,0,0,1,1,1,1,1,1,1,2014,0,1,0,1,195564,2000,1,0,1,2,10890
0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,2021,0,1,0,1,336,2000,0,1,1,2,11600
0,0,1,0,1,0,1,0,0,0,1,0,0,1,1,0,0,2011,0,0,1,0,155000,1200,0,1,0,1,4800
0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,2007,1,0,1,1,140000,1340,0,1,1,1,3950
0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1995,0,1,0,1,111111,2000,0,1,1,1,1050
0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,1,2013,0,0,0,1,104109,1300,0,1,1,2,7450
0,0,1,0,0,1,1,0,0,0,0,1,0,0,1,1,1,2001,0,1,1,1,211000,2000,1,0,0,1,4200
0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,2007,0,1,0,0,164000,2396,1,0,0,2,9300
0,0,1,0,1,0,0,0,0,0,1,1,1,1,1,1,1,2006,0,1,0,1,232000,2000,0,1,1,2,7000
0,0,1,1,0,0,0,0,0,1,0,0,1,1,0,1,1,1993,0,0,1,0,171000,1994,0,1,1,1,3500
0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,2007,0,1,0,1,220000,1200,1,0,0,1,3200
0,0,1,0,1,1,0,0,0,0,1,1,1,1,1,0,0,2004,0,1,0,1,114000,2300,1,0,0,2,4000
0,0,1,1,0,1,1,0,0,1,0,1,0,1,1,0,1,2013,0,1,0,1,150,2500,0,0,1,2,14800
0,0,1,1,0,0,1,0,0,0,1,1,1,0,1,0,1,2011,0,1,0,1,186000,1600,0,1,0,1,7200
0,0,1,1,0,1,1,0,0,1,0,1,0,1,1,0,1,2013,0,1,0,1,167000,2500,0,0,1,2,16500
0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,1,0,2005,0,0,1,0,200183,2000,0,1,0,1,5000
0,0,0,0,0,1,1,0,0,0,1,0,1,1,1,1,1,2015,0,1,0,1,95000,2000,0,1,0,1,8650
0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,1994,0,1,0,1,265000,2500,0,1,0,1,4999
0,0,0,0,1,0,1,0,0,1,1,0,1,0,0,0,0,2002,0,1,0,0,270,2700,0,1,0,2,4200
0,0,0,0,1,0,1,0,0,0,0,1,1,1,1,1,1,2012,0,1,0,1,116000,1800,0,1,1,2,12700
0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,2010,0,0,0,1,156000,1400,0,1,1,1,8999
0,0,0,1,1,1,1,0,0,0,0,0,1,1,1,0,0,2010,0,0,1,0,172000,1398,0,1,1,1,4199
0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,1,2010,1,0,1,0,139046,1400,0,1,0,1,7990
0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,2012,0,1,0,1,130000,1798,0,1,1,1,10200
0,0,0,1,1,1,1,0,0,0,0,0,1,1,1,0,0,2008,0,1,1,1,1234,1600,1,0,0,1,3500
0,0,1,0,0,1,0,0,0,1,0,1,1,0,1,1,0,2004,0,0,0,1,111222,1500,1,0,0,1,2800
0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,2005,0,0,0,1,187000,1300,0,1,0,1,3050
0,0,1,1,1,1,0,0,0,0,1,0,0,1,1,0,1,2015,0,1,0,0,169000,2000,1,0,1,2,15500
0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,1999,0,1,0,1,38,1800,1,0,0,1,2500
0,0,0,0,1,0,0,0,0,1,1,1,1,0,1,0,0,2005,0,0,0,1,98000,1000,0,1,1,1,1200
0,0,1,1,0,0,1,0,0,1,0,1,1,1,0,1,1,2013,0,0,0,1,35000,1000,0,1,1,2,2800
0,0,1,1,0,0,0,0,0,1,0,1,1,0,1,1,1,2006,0,1,0,0,180000,2000,0,1,1,2,2500
0,0,0,0,0,1,1,0,0,0,0,0,1,1,1,1,0,2012,0,1,1,1,132000,1400,1,0,0,2,4300
0,0,0,0,0,0,1,0,1,1,0,0,0,0,1,0,0,2009,0,1,1,0,120000,2400,0,1,1,2,8700
0,0,1,0,0,0,0,0,0,0,1,1,1,1,0,0,0,2006,0,0,0,1,189000,1400,0,1,1,1,2200
0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1994,0,1,0,1,200000,2000,0,1,1,2,1500
0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,1,2010,0,0,0,1,80000,1800,0,1,1,2,7500
0,0,0,0,1,0,1,0,0,1,1,0,1,0,0,0,0,2013,0,1,0,0,215000,2500,0,1,0,2,23300
0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,1,0,2015,0,0,1,0,177000,1800,0,0,1,2,11700
0,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,1,2018,0,1,0,0,64000,1995,0,1,0,2,23600
0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,1,2006,0,0,0,1,240000,1400,0,1,0,1,6300
0,0,0,1,0,1,0,0,0,0,0,1,1,0,1,0,0,2019,0,1,0,1,0,2000,0,1,1,2,24500
0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,1,2001,0,0,0,1,300000,1800,1,0,0,1,2350
0,0,0,0,1,1,1,0,0,0,0,1,1,1,1,0,1,2007,0,1,0,0,290,2400,0,1,0,1,9800
0,0,1,1,1,1,0,0,0,0,1,0,0,1,1,0,1,2005,0,1,1,0,150000,2000,0,1,1,2,4000
0,0,0,1,1,1,1,0,0,0,1,1,0,1,0,1,0,2012,0,0,1,1,174500,1500,0,1,0,1,6300
0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,1,2008,0,0,1,0,180000,2000,0,1,0,1,4200
0,0,0,0,1,1,0,0,0,0,1,0,1,1,1,0,0,2004,0,1,0,0,300000,2500,0,1,0,2,5800
0,0,0,0,1,1,0,0,0,1,0,1,0,0,1,1,1,2003,0,0,0,1,185000,1300,0,1,1,1,1600
0,0,0,0,1,0,0,0,0,1,0,0,1,1,1,1,0,2014,0,0,1,0,69143,1500,0,1,0,1,5800
0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,2007,0,0,0,1,91000,1600,1,0,0,1,3800
0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,1,2005,0,0,0,1,119119,1400,0,1,0,2,2350
0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,1,2008,0,1,1,0,178000,1986,0,1,0,1,6450
0,0,0,0,1,0,1,0,0,0,1,1,1,1,1,0,1,2012,0,1,1,0,188000,2200,0,1,0,2,18350
0,0,1,0,0,0,1,0,0,0,0,1,1,0,1,0,1,2017,0,1,0,1,91000,2000,0,0,1,2,13700
0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1996,0,1,0,1,435000,1700,0,1,0,1,1600
0,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,2014,0,1,1,0,59658,1600,0,1,1,2,12999
0,0,0,0,0,1,1,0,0,0,1,0,1,1,1,0,1,2001,0,1,1,1,247000,2461,0,1,0,1,5450
0,0,1,0,0,0,0,0,0,1,1,1,1,1,1,1,1,2005,0,1,0,1,209271,1124,0,1,1,1,2300
0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,2009,0,1,0,1,188651,1795,0,1,1,2,7800
0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,2007,0,1,1,1,2222,2200,0,1,0,1,7700
0,0,0,0,1,0,1,0,0,0,0,1,1,1,1,1,1,2003,0,1,0,1,214000,1800,1,0,0,1,4800
0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,1996,0,0,0,1,350000,1400,0,1,1,1,900
0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,2010,0,1,1,0,200000,1499,0,1,0,1,7500
0,0,1,0,1,0,1,0,0,0,1,0,0,1,1,0,0,2008,1,0,1,0,328000,1198,0,1,1,1,3550
0,0,0,0,1,0,1,0,0,0,0,1,1,1,1,1,1,2012,0,0,1,0,218000,2200,0,1,0,2,13300
0,0,1,1,1,1,0,0,0,0,1,0,0,1,1,0,1,2004,0,1,0,0,223352,2000,0,1,1,1,4600
0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,2011,0,1,1,1,300,1500,0,1,0,1,6100
0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,1,0,2011,0,0,0,1,213000,1400,0,1,0,1,7490
0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,2011,0,0,0,1,192000,1200,0,1,0,1,4950
0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,1,1998,0,1,0,1,111111,2500,0,1,0,2,2300
0,0,0,0,1,1,0,0,1,0,0,0,1,1,0,1,0,1996,0,0,0,1,111,1500,0,1,1,1,500
0,0,0,0,1,1,1,0,0,0,0,1,1,1,1,0,1,2018,0,1,0,0,52000,2000,0,1,0,2,24000
0,0,0,0,0,1,1,0,1,0,1,1,1,0,0,1,0,2003,0,1,1,1,280000,2498,0,1,0,1,7900
0,0,0,1,0,1,0,0,0,0,0,1,1,0,1,0,0,2002,0,0,1,0,330000,2500,0,1,0,2,4500
0,1,1,0,1,0,0,0,1,1,0,0,0,1,1,0,0,2010,0,0,0,1,91000,1600,1,0,0,1,1000
0,0,0,0,1,0,0,0,0,0,1,1,0,1,1,1,1,2011,0,0,1,1,210000,1300,0,1,0,1,5000
0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,2006,0,0,1,0,270000,1500,0,1,0,1,3800
0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,2005,0,0,0,1,280000,1400,1,0,0,1,3300
0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,1,1,2008,0,1,0,1,182000,1400,0,1,1,1,3000
0,0,0,1,0,1,0,0,0,0,0,1,1,0,1,0,0,2001,0,1,0,1,1,2400,1,0,0,1,2800
0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,2007,0,1,0,1,260000,2200,0,1,0,2,9700
0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,1,2009,0,0,1,0,165000,1798,0,1,1,1,7990
0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,2005,0,0,0,1,210000,1400,0,1,1,2,3400
0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,2008,1,0,1,0,234549,1400,0,1,1,1,5300
0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,2002,0,0,1,0,315000,1900,0,1,0,1,4400
0,0,0,0,1,1,1,0,0,1,0,1,1,1,0,0,1,2005,0,0,1,0,0,2000,0,1,0,1,4000
0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,2015,0,0,0,1,98000,1800,0,0,1,2,9999
0,0,1,0,1,0,0,0,0,0,1,1,1,1,1,1,1,1995,0,0,0,1,400000,2000,1,0,0,1,900
0,0,1,0,1,1,0,0,0,1,1,0,0,1,1,1,0,2008,0,1,1,0,180000,2300,0,1,1,2,5000
0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,2012,0,1,0,1,180000,2000,0,1,0,1,7500
0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,1,2006,0,0,1,0,248330,1600,0,1,1,2,4800
0,0,0,1,0,1,0,0,0,0,1,1,0,0,1,0,0,2012,0,1,1,0,185000,1998,0,0,1,2,16990
0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,2011,0,1,1,1,160200,1400,0,1,1,1,5700
0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,1997,0,0,1,0,136581,1800,1,0,0,1,1700
0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,2005,0,1,0,1,400,2200,0,1,0,2,7800
0,0,0,1,1,1,0,0,0,0,0,0,1,1,0,1,1,2009,0,1,0,1,185000,2000,0,1,0,1,7500
0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,2002,0,1,1,1,270000,1900,0,1,0,1,1850
0,0,0,1,0,0,1,0,0,1,1,1,0,1,1,0,1,2014,0,1,0,1,92000,1400,0,1,1,2,7500
0,0,1,0,1,1,1,0,0,1,1,1,0,1,1,1,0,2006,0,1,0,1,159000,2000,0,1,1,1,4199
0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,2005,0,0,0,1,1,1400,1,0,0,1,3450
0,0,0,0,0,1,1,0,0,0,1,0,1,1,1,0,1,2001,0,0,1,1,413000,2500,0,1,0,1,4500
0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,1,1997,0,1,0,1,250,1600,1,0,0,2,2100
0,0,0,0,0,1,1,0,0,0,0,0,1,1,1,1,0,2005,0,0,1,0,123456,1900,0,1,0,1,3000
0,0,0,0,0,1,1,0,0,0,0,1,1,0,1,1,0,1995,0,1,0,1,123456,1800,1,0,0,1,800
0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,2000,0,0,0,1,123456,1900,0,1,0,1,2000
0,0,1,0,0,0,1,0,0,0,1,0,0,1,1,1,0,2008,0,0,1,0,123456,1600,0,1,0,1,2500
0,0,0,1,0,0,1,0,0,1,1,1,0,1,1,0,1,1996,0,0,0,1,350000,1300,0,1,1,1,800
0,0,0,1,0,0,0,0,0,1,1,1,1,0,0,1,1,2003,0,1,0,1,298000,1800,0,1,1,1,3500
0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,2011,0,0,1,0,170000,1461,0,1,0,1,5500
0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,2005,0,1,0,0,23000,2499,0,1,0,2,8799
0,0,0,0,1,0,1,0,0,1,1,0,1,0,0,0,0,2003,0,1,0,0,284700,2700,0,1,0,2,9000
0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,2005,0,0,1,0,250000,1800,1,0,0,1,2400
0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,2013,0,0,1,0,198765,1500,0,1,0,1,6999
0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,1,2007,0,1,0,1,385000,1400,0,1,1,1,3800
0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,1,2001,0,0,1,0,250000,1228,0,1,1,1,2600
0,0,1,1,0,1,1,0,0,0,0,1,1,1,0,1,0,2012,0,0,0,1,141000,1800,0,0,1,2,10300
0,0,0,0,1,0,1,0,0,0,0,1,1,1,1,1,1,1995,0,1,0,1,200000,2000,0,1,1,2,1800
0,0,1,0,1,0,0,1,0,0,0,1,0,1,1,1,0,1999,1,0,0,0,145000,2200,0,1,1,1,3999
0,0,1,0,1,1,1,0,0,0,1,0,1,0,1,1,1,2005,0,0,0,1,145000,1200,0,1,1,1,2300
0,0,0,1,1,1,1,0,0,0,0,0,1,1,1,0,0,2008,0,0,1,0,197000,1500,0,1,0,1,2500
0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,2006,0,1,0,1,198000,1500,0,1,0,1,3000
0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,2006,0,1,1,0,198000,1500,0,1,0,1,4800
0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,1,2000,0,1,0,1,249000,1984,0,1,0,1,2000
0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,2005,0,1,1,0,198000,1984,0,1,0,1,4000
0,0,1,0,1,0,1,0,0,0,0,1,0,1,0,1,0,2013,0,1,0,1,172000,1400,0,1,1,2,8450
0,0,0,0,0,1,0,0,0,1,1,1,0,0,0,1,1,2013,1,0,1,0,156000,1500,0,1,0,1,7200
0,0,0,0,1,0,1,0,0,1,1,1,0,0,1,1,1,2005,0,0,1,0,198000,1496,0,1,1,1,5400
0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,2006,0,0,0,1,200,1500,0,1,0,1,3500
0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,2004,0,0,0,1,111111,1600,1,0,0,1,2700
0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,1,2015,0,1,0,1,140000,2000,0,1,0,2,18800
0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0,0,2001,0,1,1,1,22222,2000,0,1,0,1,3000
0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,1,0,2006,0,0,1,0,251000,1600,1,0,0,1,4700
0,0,0,1,0,1,0,0,0,0,0,1,1,0,1,0,0,2012,0,1,0,1,202000,2000,0,1,0,2,17490
0,0,0,1,1,1,0,0,0,0,1,1,1,1,0,0,1,2004,0,1,1,0,245000,2000,0,1,0,1,8000
0,0,1,0,0,1,0,0,1,0,1,0,1,0,0,1,1,1994,0,1,0,1,70000,1500,0,1,1,1,15000
0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,1,2009,0,1,1,0,178000,1329,0,1,1,1,7100
0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,2005,0,1,0,1,300088,2000,0,1,0,1,6150
0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1993,0,1,0,1,3000,2000,0,1,1,1,1700
0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,1,1994,0,0,1,0,250000,1800,0,1,0,1,1200
0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,1,2009,0,0,1,0,234500,1400,0,1,1,1,5600
0,0,0,1,1,1,0,0,0,0,1,1,1,1,0,0,1,2008,0,1,0,0,228000,2000,0,1,0,2,5900
0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,2015,0,1,0,1,382000,2000,1,0,0,2,14899
0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,1,0,2015,0,0,1,0,167000,1800,0,0,1,2,11499
0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,2011,0,0,1,0,196000,1461,0,1,0,1,7500
0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,1998,0,1,1,1,122235,2000,0,1,1,1,2700
0,0,0,0,1,0,0,0,0,1,0,0,1,1,1,1,0,2006,0,0,1,0,285000,1300,0,1,0,1,3000
0,0,0,1,0,0,0,0,0,1,1,1,1,0,0,1,1,2005,0,0,0,1,197653,1600,0,1,1,1,3000
